Ranking	First_Name	Last_Name	Country	Career_Prize_Money
1987	Tim	Van Terheijden	NED	19072
1987	Suren	Vartanyan	RUS	2236
1987	Santiago	Villarruel	ARG	624
1987	Marcus	Walters	GBR	554
1987	Ruikai	Wang	CHN	5354
1987	Alexander	Yarkov	RUS	912
1987	Pak Long	Yeung	HKG	1232
1987	Piotr	Zbroja	POL	722
1987	Zhe	Zhou	CHN	676
1987	Lucas	Zweili	SUI	6613
2076	Aydin	Akhmetshin	RUS	3326
2076	Alexander	Babanine	AUS	1136
2076	Nizar	Belmati	MAR	4377
2076	Marcos	Bernardes	BRA	1954
2076	Piercarlo Bianciardi	Bianciardi	MEX	1371
2076	Michal	Bisko	CZE	1700
2076	Alexander	Bury	BLR	103063
2076	George	Darko	GHA	1038
2076	Ivan	Davydov	RUS	988
2076	Julien	Demois	FRA	10679
2076	Djordje	Djokovic	SRB	7415
2076	Renan Conti	Espricigo	BRA	1878
2076	Adrian	Forberg Skogeng	NOR	2721
2076	Alessio	Giannuzzi	ITA	1814
2076	Filip	Grbic	SRB	908
2076	Mitchell	Harper	AUS	1434
2076	Roy	Hobbs	SIN	4007
2076	Jack	Jaede	AUS	930
2076	Stephen	Kaldawi	AUS	1288
2076	Tomas	Kaluzik	CZE	662
2076	Patcharapol	Kawin	THA	646
2076	Edoardo	Lamberti	ITA	750
2076	Georgyi	Malyshev	RUS	2176
2076	Abdullah	Maqdes	KUW	38562
2076	Mohd Assri	Merzuki	MAS	9238
2076	Antonio	Miro	ESP	1062
2076	Alejandro	Moreno Figueroa	MEX	10389
2076	Javier	Naser	CHI	1100
2076	Gaston	Paz	ARG	7566
2076	Flemming	Peters	GER	916
2076	Aliaksandr	Prudnikau	BLR	1326
2076	Xi	Qi	CHN	804
2076	Dmitry	Resnyanskiy	KAZ	2670
2076	Jorman	Reyes	ECU	1888
2076	Juan Jose	Rosas	PER	1132
2076	Sebastian	Sachs	GER	3750
2076	Jan Oliver	Sadlowski	GER	1369
2076	Lloyd	Segal	RSA	1330
2076	Sergiy	Sergiienko	UKR	1840
2076	Abdullah	Shaikh	IND	1640
2076	Filipp	Smalyanyy	RUS	980
2076	Marco	Stancati	ITA	2918
2076	Stephen	Stege	USA	1540
2076	Li	Tu	AUS	4606
2076	Rui-Xuan	Wang	CHN	1252
2076	Dane	Webb	USA	4936
2076	Pawel	Zawisza	POL	1140
2076	Jan	Zednik	CZE	3240
2124	Wenceslao	Albin Martin	ARG	818
2124	James	Allemby	GBR	2786
2124	Andrei	Andrukhou	BLR	1694
2124	Piotr	Baranski	POL	1410
2124	Marcelo Tomas	Barrios Vera	CHI	1294
2124	Dor	Belfer	ISR	7508
2124	Domagoj	Biljesko	CRO	1792
2124	Tejas	Chaukulkar	IND	2468
2124	Lance	Cohen	RSA	2046
2124	Robert	Coman	ROU	24916
2124	Jordan	Correia Passos Do Carmo	BRA	660
2124	Gabriel Francisco	Cucalon Jacques	ECU	1567
2124	Dan	Dowson	AUS	940
2124	Cristobal	Grandon Diaz	CHI	2450
2124	Guilherme	Hadlich	BRA	7251
2124	Juan Ignacio	Iliev	ARG	3762
2124	Reda	Karakhi	MAR	8581
2124	Clement	Larriere	FRA	828
2124	Hyun-Ho	Lee	KOR	2454
2124	Zhao-Tai	Li	CHN	1726
2124	Calin	Manda	ROU	930
2124	Diego-Jose	Manrique-Velazquez	ESP	2395
2124	Keisuke	Numajiri	JPN	1780
2124	Jose-Ricardo	Nunes	POR	12570
2124	Christian	Paul	NGR	1682
2124	Marcelo	Plaza	CHI	4322
2124	Maxi	Pongratz	AUT	4982
2124	Motvey	Radionov	ISR	1692
2124	Vitali	Reshetnikov	RUS	42294
2124	Alex	Silcock	AUS	1128
2124	Federico	Teodori	ITA	1388
2124	Panu	Virtanen	FIN	2048
2156	Alexander	Centenari	USA	2130
2156	Ayoub	Chakrouni	MAR	7441
2156	Ashkan	Dabiri	IRI	5744
2156	Tom	Fawcett	USA	2320
2156	Denys	Gevel	UKR	1072
2156	Vincent	Jaensch-Mueller	GER	1104
2156	Srdjan	Jakovljevic	SRB	1320
2156	Dmitry	Mnushkin	RUS	1406
2156	Orel	Ovil	ISR	2818
2156	Can	Oztuzun	TUR	1940
2156	Juraj	Simcak	SVK	4382
2156	Riccardo	Stiglich	ITA	2749
2156	Suthinan	Tanthaseraneewat	THA	1362
2156	Antonio	Terzo	ITA	1788
2156	Hugo	Voljacques	FRA	1118
2156	Enzo	Wallart	FRA	1666
2172	Andres	Ceppo	ARG	14155
2172	Brian	Cuypers	BEL	1522
2172	Moritz	Dettinger	GER	3534
2172	Jens	Hauser	SUI	4186
2172	Constantinos	Ioannides	CYP	884
2172	Nuttanon	Kadchapanan	THA	12099
2172	Joel	Kincaid	USA	5891
2172	Alexander	Mannapov	GER	3831
2172	Lukas	Marsoun	CZE	12187
2172	Daniel	Mora	COL	1630
2172	David	Porter	GBR	3252
2172	Ciprian Alexandru	Porumb	ROU	6227
2172	Scott	Puodziunas	AUS	10168
2172	Diego	Quiroz	ECU	2657
2172	Mubarak	Shannan Zayid	QAT	2430
2172	Taha	Tifnouti	MAR	2918
2172	Jonas	Trinker	AUT	1690
2172	Alex	Valeriano	ESP	2243
2172	Ilya	Vasilyev	RUS	4908
2172	Nikolas	Walterscheid-Tukic	GER	2244
2192	Daniele	Chiurulli	ITA	5391
2192	Andrei	Crapcenco	ROU	1242
2192	Majed	Kilani	TUN	1324
2192	Santiago	Maresca	URU	4652
2192	Zeljko	Milovic	SRB	1412
2192	Alan	Nunez Aguilera	MEX	7960
2192	Issei	Okamura	JPN	4602
2192	Vignesh	Peranamallur	IND	22379
2192	Emil	Saveljev	ISR	2252
2192	Oscar	Torres	COL	3516
2202	Kuatbek	Abiyev	KAZ	5596
2202	William	Boe-Wiegaard	USA	11963
2202	Maximiliano	Colorado	USA	1730
2202	Bruno	Mardones	ESP	1742
2202	Leo Julien	Sebaoun	JPN	2192
2202	Vincent	Suillerot	FRA	2412
2202	Andras	Szekely	ROU	4142
2202	Mousa Shanan	Zayed	QAT	30229
2210	Alexander	Jhun	GBR	4568
2210	Kazuma	Kawachi	JPN	4676
2210	Andre	Ku Meza	PER	3028
2213	Ameur	Ben Hassen	TUN	5676
2213	Davide	Galoppini	ITA	3192
2215	Gustavo	Guerses	BRA	23726
2215	Berk	Iliescu	TUR	5367
2215	Stefan	Merunka	CRO	6519
